"id","type_id","division_id","label","description","start_date","end_date","add_user_id","add_date","is_active","is_allow_lead_modification"
"61","9","","Elocal General","Joe Brett IBC","2021-10-4","0000-0-0","180655464","2021-10-7 09:57:17","1","0"
"62","7","","LeadList Services","Bente F leads","2021-10-29","0000-0-0","180655464","2021-10-29 09:58:01","0","0"
"63","7","","ConXPros","cxp","2021-11-1","0000-0-0","180655464","2021-11-1 12:55:34","0","0"
"64","7","","MLMC Referrals","Travis/Liliya ref program","2021-11-18","0000-0-0","180655464","2021-11-18 12:22:28","0","0"
"65","7","","newroofonmyhome","Saidman-Jones LLC digital funnel","2021-11-24","2022-9-6","180655464","2021-11-24 16:29:56","0","0"
"66","1","","FM Inside Sales (Previous Customers)","Philadelphia office campaign","2021-12-11","0000-0-0","180655464","2021-12-11 10:44:46","0","1"
"67","7","","SolvedHome","Josh D'or campaign","2021-12-17","0000-0-0","180655464","2021-12-17 13:38:38","0","0"
"68","7","","Modernize Gutters","modernize","2021-12-13","0000-0-0","180655464","2021-12-20 09:41:57","0","0"
"69","7","","Modernize Roofing","modernize","2021-12-13","0000-0-0","180655464","2021-12-20 09:42:29","0","0"
"70","7","","NextGen Storm Leads","https://rjones864.wixsite.com/nextgen","2021-12-30","0000-0-0","180655464","2021-12-30 12:01:50","0","0"
"71","7","","Hail911","Insurance leads from Hail911","2022-1-18","0000-0-0","180655464","2022-1-18 13:06:04","0","0"
"72","15","","Inside Sales Calling","Inside sales calls","2022-1-19","0000-0-0","180655464","2022-1-19 09:04:44","0","0"
"73","30","","ADM Gutters","ADM Gutters","2022-4-4","0000-0-0","180655464","2022-4-4 08:42:10","0","0"
"74","30","","ADM Siding","ADM Siding","2022-4-4","0000-0-0","180655464","2022-4-4 08:42:35","0","0"
"75","30","","ADM Windows","ADM Windows","2022-4-4","0000-0-0","180655464","2022-4-4 08:42:58","0","0"
"76","15","","CW Data","old data to m#","2022-4-5","0000-0-0","180655464","2022-4-5 13:08:46","0","0"
"77","24","","Roofing Calculator T1","Zach DeSilva / Lockie // exclusives","2022-4-6","0000-0-0","180655464","2022-4-6 16:12:00","0","0"
"78","9","","SmartRoofer PPS","pay per sale / R Jones","2022-5-2","2022-9-6","180655464","2022-5-2 10:37:44","0","0"
"79","9","","Install Leads","install leads IBC","2022-5-12","0000-0-0","180655464","2022-5-12 08:42:37","1","0"
"80","16","","W Configurator","Chris Sha website addon - pricing configurator","2022-5-13","0000-0-0","180655464","2022-5-13 11:27:25","0","0"
"81","7","","SmartContractor PPS (22)","2022 Pay-per-sale campaign RJ","2022-7-4","0000-0-0","180655464","2022-7-4 12:25:02","0","0"
"82","7","","Bluefire Roofing","Joseph Hitzeman <joe@bluefireleads.com>","2022-7-12","0000-0-0","180655464","2022-7-12 09:08:26","1","0"
"83","7","","Lead Giant Digital","Eddie","2022-7-15","0000-0-0","180655464","2022-7-15 11:51:39","0","0"
"84","9","","Lead Giant Transfer","Eddie","2022-7-15","0000-0-0","180655464","2022-7-15 11:52:11","0","0"
"85","15","","Sha DRC","Sha database reactivations - backout sales to correct original source","2022-8-2","0000-0-0","180655464","2022-8-2 09:30:46","0","0"
"86","7","","EC Remodeling.com","Murad","2022-8-25","0000-0-0","180655464","2022-8-25 08:12:35","0","0"
"87","7","","MVF","alexandra.overton@mvfglobal.com","2022-8-29","0000-0-0","180655464","2022-8-29 12:08:36","0","0"
"88","7","","Lightfire","Kyle Krummenacher <kyle@lightfirepartners.com>
 Aaron Finkelstein <aaron@lightfirepartners.com>","2022-8-29","0000-0-0","180655464","2022-8-29 12:10:10","0","0"
"89","32","","Porch PPS","Quinn @ Porch pay per sale","2022-9-6","0000-0-0","180655464","2022-9-6 09:10:00","1","0"
"90","16","","SC Chat Widget","Smart Contractor / Sha Chat Widget on homegeniusexteriors.com","2022-9-21","0000-0-0","180655464","2022-9-21 15:25:57","0","0"
"91","7","","Buyerlink Digital","Nick Usery/Brian","2022-11-18","0000-0-0","180655464","2022-11-18 12:13:49","0","0"
"92","7","","Lavin Media","Lavin native ads","2022-12-8","0000-0-0","180655464","2022-12-8 08:17:42","0","0"
"93","16","","Google SEM","Dan Goldsmith Google campaign","2022-12-8","0000-0-0","180655464","2022-12-8 08:19:50","1","0"
"94","16","","Database Email Marketing","Dan Goldsmith email campaign","2022-12-8","0000-0-0","180655464","2022-12-8 08:20:24","0","0"
"95","15","","3PC","Third party field marketing operations","2022-12-28","0000-0-0","180655464","2022-12-28 09:46:03","0","0"
"96","3","","HGE Truck Call In","calls and sales associated to truck wrap branding","2023-1-18","0000-0-0","180655464","2023-1-18 08:13:13","1","0"
"97","4","","Super Lead Letter","maildrops for call ins","2023-1-18","0000-0-0","180655464","2023-1-18 08:15:41","1","0"
"98","17","","VA Other","uncategorized va add","2023-1-30","0000-0-0","180655464","2023-1-30 11:04:16","1","0"
"99","9","","PostGazette","rev share with post ads","2023-1-31","0000-0-0","180655464","2023-1-31 11:36:43","0","0"
"100","18","","Pittsburgh Post Gazette","post gaz rev share","2023-2-1","0000-0-0","180655464","2023-2-1 11:28:23","1","0"
"101","31","","Home Advisor (PPS)","pay per sale - HA","2023-2-15","0000-0-0","180655464","2023-2-15 08:31:18","1","0"
"102","19","","Home Advisor (PPL)","pay per lead - HA","2023-2-15","0000-0-0","180655464","2023-2-15 08:32:01","1","0"
"103","18","","Washington Post","dan - 4 circulations - consolidate","2023-2-15","0000-0-0","180655464","2023-2-15 09:09:09","1","0"
"104","22","","Siren Home Buddy Roofing","homebuddy vendor","2023-3-23","0000-0-0","180655464","2023-3-23 08:20:03","1","0"
"105","9","","BuyerLink Roof IBC","BL hot transfer","2023-5-18","0000-0-0","180655464","2023-5-18 13:22:15","0","0"
"106","31","","Home Advisor Windows","HA Win 15%","2023-6-2","0000-0-0","180655464","2023-6-2 09:49:27","1","0"
"107","7","","Max Ads Media DL","Thy digital 10% win fee","2023-6-2","0000-0-0","180655464","2023-6-2 09:54:00","0","0"
"108","9","","Max Ads IBC","Thy - IBC PPL","2023-6-2","0000-0-0","180655464","2023-6-2 09:54:33","0","0"
"109","7","","HelloProject DL","HelloProject digital","2023-6-2","0000-0-0","180655464","2023-6-2 09:55:19","0","0"
"110","22","","Siren Home Buddy Siding","HBud siding","2023-6-2","0000-0-0","180655464","2023-6-2 09:56:03","1","0"
"111","22","","Siren Home Buddy Windows","Hbud windows","2023-6-2","0000-0-0","180655464","2023-6-2 09:56:37","1","0"
"112","27","","Leads io Roofing","leads.io","2023-6-2","0000-0-0","180655464","2023-6-2 09:57:09","0","0"
"113","9","","HelloProject IBC","hpibc","2023-6-2","0000-0-0","180655464","2023-6-2 09:57:51","0","0"
"114","30","","ADM Roofing","allied roof leads","2023-6-2","0000-0-0","180655464","2023-6-2 09:58:43","0","0"
"115","9","","BuyerLink Roof IBC","BuyerLink hot transfers - Nick Usery, Callan","2023-6-2","0000-0-0","180655464","2023-6-2 09:59:23","0","0"
"116","9","","Lead Giant YP","Eddie","2023-6-2","0000-0-0","180655464","2023-6-2 10:00:00","0","0"
"117","7","","Max Ads Windows","thy wind","2023-6-6","0000-0-0","180655464","2023-6-6 07:45:22","0","0"
"118","9","","BuyerLink Windows IBC","IBC windows","2023-6-9","0000-0-0","180655464","2023-6-9 13:14:31","0","0"
"119","9","","CR General Attribution","callrail generalized att - manual change to actual source","2023-6-9","0000-0-0","180655464","2023-6-9 13:16:03","0","0"
"120","28","","Contractor Appts Windows (15)","15% win fee from CA","2023-6-14","0000-0-0","180655464","2023-6-14 12:38:50","1","0"
"121","28","","Contractor Appts Blend RSG (10)","10% win rate CA roof, siding, gutters","2023-6-14","0000-0-0","180655464","2023-6-14 12:39:34","0","0"
"122","8","","Owens Corning Referral","from OC website","2023-6-15","0000-0-0","180655464","2023-6-15 09:14:50","1","0"
"123","4","","Neighborhood Promo","dan drops in July","2023-6-23","0000-0-0","180655464","2023-6-23 09:38:26","1","0"
"124","10","","(HGS) Philadelphia Home Show","","2023-6-27","0000-0-0","40506512","2023-6-28 09:35:35","0","0"
"125","32","","SCPPS (2023)","Sha PPS 2023","2023-7-18","0000-0-0","180655464","2023-7-18 11:08:11","0","0"
"126","16","","Bing Ads","microsoft bing ads","2023-7-21","0000-0-0","180655464","2023-7-21 08:54:44","1","0"
"127","7","","Lavin Siding","lavin siding","2023-7-25","0000-0-0","180655464","2023-7-25 08:32:52","1","0"
"128","1","","FM QR Flier","QR code from fliers","2023-7-26","0000-0-0","180655464","2023-7-26 14:50:45","1","1"
"129","7","","VIP Leads Roof Install","VIP/Netherlands - Camilla","2023-8-29","0000-0-0","180655464","2023-8-29 15:22:14","0","0"
"130","7","","VIP Leads Roof Repair","VIP/Netherlands - Camilla repairs","2023-8-29","0000-0-0","180655464","2023-8-29 15:22:44","0","0"
"131","26","","LMAL Roof Install","Lets Make A Lead/Adopt A Contractor - Scott and Ian","2023-8-29","0000-0-0","180655464","2023-8-29 15:23:32","1","0"
"132","26","","LMAL Roof Repair","Lets Make A Lead/Adopt A Contractor - Scott and Ian","2023-8-29","0000-0-0","180655464","2023-8-29 15:23:55","1","0"
"133","9","","SLL IBC","Super Lead Letter IBC","2023-9-4","0000-0-0","180655464","2023-9-4 17:52:06","1","0"
"134","7","","Madtech Instal DL","digital Instal lead","2023-9-7","0000-0-0","180655464","2023-9-7 19:38:50","0","0"
"135","9","","Madtech Instal Hot Transfer","instal HT","2023-9-7","0000-0-0","180655464","2023-9-7 19:43:45","0","0"
"136","18","","Gannett News","GN media","2023-9-17","0000-0-0","180655464","2023-9-17 10:51:50","1","0"
"137","4","","Gannett LL","Gannett LL SLL","2023-9-17","0000-0-0","180655464","2023-9-17 10:55:34","1","0"
"138","37","","IntelHouse Roofing","aaron taylor - intelhouse","2023-9-20","0000-0-0","180655464","2023-9-20 09:31:23","0","0"
"139","21","","3S Home Solutions Roof Install","three ships / home solutions - kent","2023-9-20","0000-0-0","180655464","2023-9-20 09:54:41","1","0"
"140","21","","3S Home Solutions Roof Repair","three ships repairs","2023-9-20","0000-0-0","180655464","2023-9-20 09:55:10","1","0"
"141","7","","Astoria Roofing","astoria // adnan","2023-9-20","0000-0-0","180655464","2023-9-20 12:44:28","0","0"
"142","9","","Lead Giant HT","LGHT","2023-9-22","0000-0-0","180655464","2023-9-22 10:49:42","0","0"
"143","9","","Cognitive IBC","cog contractor inbounds","2023-9-27","0000-0-0","180655464","2023-9-27 08:37:15","0","0"
"144","7","","Cognitive DL Roof","cognitive contractor digital","2023-9-27","0000-0-0","180655464","2023-9-27 10:07:03","0","0"
"145","7","","Zone1 Roof","zone1 remodeling","2023-9-29","0000-0-0","180655464","2023-9-29 08:28:29","0","0"
"146","7","","Bluefire Windows","bf win","2023-10-4","0000-0-0","180655464","2023-10-4 08:14:02","1","0"
"147","21","","3S Home Solutions Windows","3s kent","2023-10-4","0000-0-0","180655464","2023-10-4 08:44:32","1","0"
"148","20","","Modernize Roofing (Tier I)","T1 Roof","2023-10-6","0000-0-0","180655464","2023-10-6 09:25:52","1","0"
"149","20","","Modernize Roofing (Tier II)","T2 Roof","2023-10-6","0000-0-0","180655464","2023-10-6 09:27:18","1","0"
"150","20","","Modernize Roofing (Tier III)","T3 Roof","2023-10-6","0000-0-0","180655464","2023-10-6 09:38:21","1","0"
"151","20","","Modernize Windows (Tier I)","T1 Win","2023-10-6","0000-0-0","180655464","2023-10-6 09:39:47","1","0"
"152","20","","Modernize Windows (Tier II)","T2 Win","2023-10-6","0000-0-0","180655464","2023-10-6 09:40:13","1","0"
"153","20","","Modernize Windows (Tier III)","T3 Win","2023-10-6","0000-0-0","180655464","2023-10-6 09:40:40","1","0"
"154","7","","Buyerlink Digital Gutters","BL gutters","2023-11-2","0000-0-0","180655464","2023-11-2 14:50:04","0","0"
"155","7","","Buyerlink Digital Roofing","BL roof","2023-11-2","0000-0-0","180655464","2023-11-2 15:09:32","0","0"
"156","7","","Buyerlink Digital Siding","BL Siding","2023-11-2","0000-0-0","180655464","2023-11-2 15:09:52","0","0"
"157","7","","Buyerlink Digital Windows","BL Windows","2023-11-2","0000-0-0","180655464","2023-11-2 15:10:12","0","0"
"158","20","","Modernize Windows (Tier IV)","T4 win","2023-11-6","0000-0-0","180655464","2023-11-6 10:17:05","1","0"
"159","20","","Modernize Roofing (Tier IV)","T4 Roof","2023-11-6","0000-0-0","180655464","2023-11-6 10:17:37","1","0"
"160","9","","Ring Partner","RP","2023-11-6","0000-0-0","180655464","2023-11-6 10:18:41","1","0"
"161","20","","Modernize Gutters (Tier I)","guts t1","2023-11-15","","180655464","2023-11-15 08:52:22","1","0"
"162","20","","Modernize Gutters (Tier II)","guts t2","2023-11-15","","180655464","2023-11-15 08:52:52","1","0"
"163","20","","Modernize Gutters (Tier III)","guts t3","2023-11-15","","180655464","2023-11-15 08:53:18","1","0"
"164","20","","Modernize Gutters (Tier IV)","guts t4","2023-11-15","","180655464","2023-11-15 08:53:45","1","0"
"165","20","","Modernize Roofing (Tier V)","mod t5","2023-11-21","0000-0-0","180655464","2023-11-21 14:17:52","1","0"
"166","20","","Modernize Roofing (Tier VI)","mod t6","2023-11-21","0000-0-0","180655464","2023-11-21 14:18:28","1","0"
"167","20","","Modernize Roofing (Tier VII)","mod t7","2023-11-21","0000-0-0","180655464","2023-11-21 14:19:04","1","0"
"168","20","","Modernize Roofing (Tier VIII)","mod t8 r","2023-11-21","0000-0-0","180655464","2023-11-21 14:19:36","1","0"
"169","20","","Modernize Gutters (Tier V)","mod t5 g","2023-11-21","","180655464","2023-11-21 14:20:41","1","0"
"170","20","","Modernize Gutters (Tier VI)","","2023-11-21","","180655464","2023-11-21 14:21:11","1","0"
"171","20","","Modernize Gutters (Tier VII)","mod t7 g","2023-11-21","","180655464","2023-11-21 14:21:47","1","0"
"172","20","","Modernize Gutters (Tier VIII)","mod t8 g","2023-11-21","","180655464","2023-11-21 14:22:26","1","0"
"173","20","","Modernize Windows (Tier V)","mod t5 w","2023-11-21","0000-0-0","180655464","2023-11-21 14:26:42","1","0"
"174","20","","Modernize Windows (Tier VI)","mod t6 w","2023-11-21","0000-0-0","180655464","2023-11-21 14:27:20","1","0"
"175","20","","Modernize Windows (Tier VII)","mod t7 w","2023-11-21","0000-0-0","180655464","2023-11-21 14:28:03","1","0"
"176","20","","Modernize Windows (Tier VIII)","mod t8 w","2023-11-21","0000-0-0","180655464","2023-11-21 14:29:13","1","0"
"177","20","","Modernize Siding (Tier I)","mod t1 s","2023-11-21","0000-0-0","180655464","2023-11-21 14:31:07","1","0"
"178","20","","Modernize Siding (Tier II)","mod t2 s","2023-11-21","0000-0-0","180655464","2023-11-21 14:31:43","1","0"
"179","20","","Modernize Siding (Tier III)","mod t3 s","2023-11-21","0000-0-0","180655464","2023-11-21 14:32:53","1","0"
"180","20","","Modernize Siding (Tier IV)","mod t4 s","2023-11-21","0000-0-0","180655464","2023-11-21 14:34:24","1","0"
"181","20","","Modernize Siding (Tier V)","mod t5 s","2023-11-21","0000-0-0","180655464","2023-11-21 14:35:20","1","0"
"182","20","","Modernize Siding (Tier VI)","mod t6 s","2023-11-21","0000-0-0","180655464","2023-11-21 14:36:30","1","0"
"183","20","","Modernize Siding (Tier VII)","mod t7 s","2023-11-21","0000-0-0","180655464","2023-11-21 14:38:10","1","0"
"184","20","","Modernize Siding (Tier VIII)","mod t8 s","2023-11-21","0000-0-0","180655464","2023-11-21 14:39:09","1","0"
"185","21","","3S Home Solutions Gutters","3s guts","2023-11-21","0000-0-0","180655464","2023-11-21 14:40:33","1","0"
"186","21","","3S Home Solutions Siding","3s sid","2023-11-21","0000-0-0","180655464","2023-11-21 14:41:51","1","0"
"187","7","","VIP Leads Windows","VIP win","2023-11-21","0000-0-0","180655464","2023-11-21 14:43:02","0","0"
"188","27","","Leads io Windows","LIO windows","2023-11-24","0000-0-0","180655464","2023-11-24 08:43:02","0","0"
"189","27","","Leads io Siding","LIO siding","2023-11-24","0000-0-0","180655464","2023-11-24 08:43:40","0","0"
"190","27","","Leads io Gutters","LIO Gutt","2023-11-24","0000-0-0","180655464","2023-11-24 08:44:06","0","0"
"191","26","","LMAL Windows","scott windows","2023-11-25","0000-0-0","180655464","2023-11-25 09:42:59","1","0"
"192","26","","LMAL Siding","scott siding","2023-11-25","0000-0-0","180655464","2023-11-25 09:43:32","1","0"
"193","26","","LMAL Gutters","scott guts","2023-11-25","0000-0-0","180655464","2023-11-25 09:44:03","1","0"
"194","7","","Bluefire Siding","bf siding","2023-11-25","0000-0-0","180655464","2023-11-25 09:44:48","1","0"
"195","25","","Exact Customer (PPI) Windows","steve jacoby / eric","2023-12-7","0000-0-0","180655464","2023-12-7 13:53:51","1","0"
"196","39","","DTM Roofing PPS","DTM","2023-12-8","2999-12-29","180655464","2023-12-8 12:20:19","1","0"
"197","25","","Exact Customer (PPI) Roofing","jacoby","2023-12-11","0000-0-0","180655464","2023-12-11 15:20:17","1","0"
"198","25","","Exact Customer (PPI) Siding","jacoby","2023-12-11","0000-0-0","180655464","2023-12-11 15:20:50","1","0"
"199","23","","Craftjack Roofing","CJack roof inst and rep","2023-12-12","0000-0-0","180655464","2023-12-12 16:16:28","0","0"
"200","23","","Craftjack Windows","CJ windows","2023-12-12","0000-0-0","180655464","2023-12-12 16:16:54","0","0"
"201","23","","Craftjack Siding","CJ siding repair and inst","2023-12-12","0000-0-0","180655464","2023-12-12 16:17:25","0","0"
"202","23","","Craftjack Gutters","CJ Guts inst and repair","2023-12-12","0000-0-0","180655464","2023-12-12 16:17:57","0","0"
"203","23","","Craftjack Miscellaneous","CJ other services","2023-12-12","0000-0-0","180655464","2023-12-12 16:18:23","0","0"
"204","7","","ProRemodel Roofing","PR Roof","2023-12-14","0000-0-0","180655464","2023-12-14 15:03:03","1","0"
"205","7","","Creative Clicks Windows","ryan // creative clicks","2023-12-17","0000-0-0","180655464","2023-12-17 09:05:07","0","0"
"206","9","","Elocal Gutters","thomas tracey // new elocal","2023-12-18","0000-0-0","180655464","2023-12-18 11:54:39","1","0"
"207","9","","Elocal Roofing","thomas tracey // new elocal","2023-12-18","0000-0-0","180655464","2023-12-18 11:55:12","1","0"
"208","9","","Elocal Siding","thomas tracey // elocal new","2023-12-18","0000-0-0","180655464","2023-12-18 11:55:52","1","0"
"209","24","","Roofing Calculator T24","lockie // duos to quads","2023-12-18","0000-0-0","180655464","2023-12-18 12:04:27","0","0"
"210","31","","Home Advisor (PPS) Instant Booking","HAPPS IB","2023-12-18","0000-0-0","180655464","2023-12-18 13:27:47","1","0"
"211","19","","Home Advisor (PPL) Instant Booking","HAPPL IB","2023-12-18","0000-0-0","180655464","2023-12-18 13:28:26","1","0"
"212","31","","Home Advisor Windows Instant Booking","HAWIN IB","2023-12-18","0000-0-0","180655464","2023-12-18 13:29:06","1","0"
"213","21","","3S Home Solutions Misc","3s fallback","2023-12-26","0000-0-0","180655464","2023-12-26 13:09:16","1","0"
"214","16","","Amazon Ads","chelsea walsh//amazon ads","2023-12-26","0000-0-0","180655464","2023-12-26 13:09:55","0","0"
"215","29","","FLX Fox","chelsea walsh//FOX","2023-12-26","0000-0-0","180655464","2023-12-26 13:11:54","0","0"
"216","7","","L2C Roofing","L2C Roof / Shaun","2024-1-4","0000-0-0","180655464","2024-1-4 15:22:50","0","0"
"217","15","","Sha DRC Past Customers","past cust DRC","2024-1-9","0000-0-0","180655464","2024-1-8 21:21:23","0","0"
"218","40","","J11T Siding (PPS)","j11 rev share siding 13%","2024-1-9","0000-0-0","180655464","2024-1-9 16:49:41","1","0"
"219","32","","HiHome Rev Share IBC","Rev share / windows, gutters, insulation, etc","2024-1-9","0000-0-0","180655464","2024-1-9 16:50:25","1","0"
"220","18","","Washington Post Digital","digital // wap","2024-1-11","0000-0-0","180655464","2024-1-11 10:52:05","1","0"
"221","16","","Google PMAX","Pmax","2024-1-15","0000-0-0","180655464","2024-1-15 13:52:06","1","0"
"222","9","","AAC Inbound CTC","affiliate to CC // roxana","2024-1-18","0000-0-0","180655464","2024-1-18 12:28:42","1","0"
"223","9","","AAC Transfer Call","xfer to CC // roxana","2024-1-18","0000-0-0","180655464","2024-1-18 12:29:22","1","0"
"224","30","","ADM Miscellaneous","ADM Misc","2024-1-18","0000-0-0","180655464","2024-1-18 18:49:40","0","0"
"225","39","","DTM Siding PPS","dtm","2024-1-29","0000-0-0","180655464","2024-1-29 11:57:46","1","0"
"226","33","","DTM Windows PPS","dtm","2024-1-29","0000-0-0","180655464","2024-1-29 11:58:26","1","0"
"227","39","","DTM Gutters PPS","dtm","2024-1-29","0000-0-0","180655464","2024-1-29 11:59:36","1","0"
"228","28","","Contractor Appts Roofing (10)","CA roofing specific","2024-2-1","0000-0-0","180655464","2024-2-1 00:43:10","1","0"
"229","28","","Contractor Appts Siding (10)","CA siding specific","2024-2-1","0000-0-0","180655464","2024-2-1 00:44:27","1","0"
"230","28","","Contractor Appts Gutters (10)","CA gutter specific","2024-2-1","0000-0-0","180655464","2024-2-1 00:45:06","1","0"
"231","18","","Smart Solutions (Gannett Media)","new GM","2024-2-1","0000-0-0","180655464","2024-2-1 00:46:38","1","0"
"232","9","","Lightfire LLS","LF cold data // LLS","2024-2-3","0000-0-0","180655464","2024-2-3 10:41:10","0","0"
"233","4","","MRG Media","Ginette / Greg","2024-2-7","0000-0-0","180655464","2024-2-7 13:26:30","1","0"
